Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN007;FN023;FN024;FN038
"Alto Feliz";2869;721;2006;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";2342;NA;116469.23;116469.23;NA;116469.23;NA;216833.37;NA;NA
"Alto Feliz";3048;775;2008;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3048;NA;117548.6;117548.6;NA;119225.6;NA;88610.8;NA;NA
"Alto Feliz";3067;780;2009;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3055;NA;143620;143620;NA;145344;NA;47651;NA;NA
"Alto Feliz";3017;844;2014;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3017;NA;356189.46;356189.46;NA;362473.23;NA;NA;NA;NA
"Alto Feliz";3025;846;2015;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3000;NA;366616.01;366616.01;NA;366616.01;NA;NA;NA;NA
"Alto Feliz";3032;848;2016;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3000;NA;420324.12;420324.12;NA;420324.12;NA;NA;NA;NA
"Alto Feliz";3020;845;2018;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";2550;NA;517707.72;517707.72;NA;520580.72;NA;NA;NA;NA
"Alto Feliz";3028;847;2019;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";2555;NA;544700.72;544700.72;NA;634418.64;NA;NA;NA;NA
"Alto Feliz";3036;849;2020;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";2555;NA;624459.24;624459.24;NA;663809.55;NA;NA;NA;NA
"Andre da Rocha";1300;530;2016;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";856;NA;67783.53;55296.32;NA;67783.53;12487.21;NA;NA;NA
"Andre da Rocha";1306;533;2017;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1265;NA;80000.44;62085.44;NA;80000.44;17915;NA;NA;NA
"Andre da Rocha";1324;540;2018;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1285;NA;85333.22;85333.22;NA;109951.32;NA;NA;NA;NA
"Andre da Rocha";1333;544;2019;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1288;NA;127224.07;127224.07;NA;135115.11;NA;NA;NA;NA
"Andre da Rocha";1343;548;2020;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1298;NA;137753.56;137753.56;NA;173489.91;NA;NA;NA;NA
"Anta Gorda";6327;1821;2000;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3800;NA;139091.94;139091.94;NA;139091.94;NA;16149;NA;NA
"Anta Gorda";6299;1813;2001;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";2843;NA;158490.18;158490.18;NA;158490.18;NA;22412;NA;NA
"Anta Gorda";6225;1792;2004;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";2975;NA;215387.41;215387.41;NA;215387.41;NA;18168.72;NA;NA
"Anta Gorda";6203;1785;2005;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3150;NA;258126.79;258126.79;NA;253459.93;NA;3776;NA;NA
"Anta Gorda";6181;1779;2006;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3198;NA;275014.06;275014.06;NA;267130.96;NA;5103.2;NA;NA
"Anta Gorda";6163;2244;2007;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3228;NA;284301.06;284301.06;NA;273958.72;NA;5862.86;NA;NA
"Anta Gorda";6331;2305;2008;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3270;NA;295535.49;295535.49;NA;293135.49;NA;16129.9;NA;NA
"Anta Gorda";6326;2303;2009;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3320;NA;363295;363295;NA;351530;NA;44040;NA;NA
"Anta Gorda";6073;2331;2010;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3470;NA;384595;384595;NA;384595;NA;18520;NA;NA
"Anta Gorda";6035;2316;2012;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3486;NA;401309.38;401309.38;NA;250650.69;NA;NA;NA;NA
"Anta Gorda";6235;2393;2013;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3165;NA;454268.39;454268.39;NA;11184.6;NA;NA;NA;NA
"Anta Gorda";6228;2390;2014;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3185;NA;480040.79;480040.79;NA;16098.16;NA;NA;NA;NA
"Anta Gorda";6222;2388;2015;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3300;NA;489582.46;489582.46;NA;14958.67;NA;NA;NA;NA
"Anta Gorda";6216;2386;2016;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3300;NA;491948.91;491948.91;NA;14102.91;NA;NA;NA;NA
"Anta Gorda";6210;2384;2017;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3300;NA;572022.42;572022.42;NA;16591.43;NA;NA;NA;NA
"Anta Gorda";6003;2304;2018;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3400;NA;603077.52;603077.52;NA;23925.37;NA;NA;NA;NA
"Anta Gorda";5981;2296;2019;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3526;NA;702778.63;702778.63;NA;26772.16;NA;NA;NA;NA
"Anta Gorda";5961;2288;2020;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";5961;NA;792229.6;792229.6;NA;22248.94;NA;NA;NA;NA
"Arroio do Padre";2882;488;2009;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";530;NA;26300;26300;NA;28419;NA;1500;NA;NA
"Arroio do Padre";2730;454;2010;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";515;NA;18405.85;18405.85;NA;18405.85;NA;NA;NA;NA
"Arroio do Padre";2743;456;2011;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";640;NA;20246.43;20246.43;NA;20246.43;NA;NA;NA;NA
"Arroio do Padre";2756;458;2012;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";404;NA;17427.47;17427.47;NA;19956.56;NA;NA;NA;NA
"Arroio do Padre";2857;475;2013;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";424;NA;20273.83;20273.83;NA;23476.27;NA;NA;NA;NA
"Arroio do Padre";2871;477;2014;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";473;NA;26878.54;26878.54;NA;32569.53;NA;NA;NA;NA
"Arroio do Padre";2883;479;2015;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";553;NA;31281.64;31281.64;NA;33376.67;NA;NA;NA;NA
"Arroio do Padre";2895;481;2016;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";560;NA;45819.44;45819.44;NA;45819.44;NA;NA;NA;NA
"Arroio do Padre";2906;483;2017;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";569;NA;52754.55;52754.55;NA;52754.55;NA;NA;NA;NA
"Arroio do Padre";2921;486;2018;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";571;NA;56076.95;56076.95;NA;56076.95;NA;NA;NA;NA
"Arroio do Padre";2937;488;2019;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";675;NA;67125.86;67125.86;NA;67125.86;NA;NA;NA;NA
"Arroio do Padre";2951;491;2020;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";821;NA;84336.86;84336.86;NA;84336.86;NA;NA;NA;NA
"Augusto Pestana";7361;3497;2009;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6997;NA;399929;399929;NA;NA;NA;1181;NA;NA
"Augusto Pestana";7096;3657;2010;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6503;NA;457269.1;457269.1;NA;457269.1;NA;80878.63;12000;NA
"Augusto Pestana";6990;3602;2012;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";3602;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Augusto Pestana";7206;3714;2013;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";7206;NA;500000;500000;NA;551898;NA;NA;NA;NA
"Augusto Pestana";7175;3698;2014;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";7100;NA;702307.55;702307.55;NA;702307.77;NA;NA;NA;NA
"Augusto Pestana";7145;3682;2015;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";7100;NA;758492.15;758492.15;NA;762504.59;NA;NA;NA;NA
"Augusto Pestana";6706;3456;2018;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";4200;NA;900799.68;900799.68;NA;776120;NA;NA;NA;NA
"Augusto Pestana";6661;3433;2019;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6661;NA;937382.96;937382.96;NA;818840.88;NA;NA;NA;NA
"Augusto Pestana";6602;3402;2020;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6600;NA;937402.95;937402.95;NA;818920.54;NA;NA;NA;NA
"Barra do Rio Azul";1978;374;2009;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";374;NA;9200;9200;NA;73669;NA;NA;NA;NA
"Barra do Rio Azul";2003;403;2010;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";403;NA;19000;19000;NA;24419.07;NA;NA;NA;NA
"Barra do Rio Azul";1972;397;2011;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";380;NA;23602.15;23602.15;NA;23605.15;NA;NA;NA;NA
"Barra do Rio Azul";1941;391;2012;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";380;NA;24593.7;24593.7;NA;24593.7;NA;NA;NA;NA
"Barra do Rio Azul";1993;401;2013;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";395;NA;30056.5;30056.5;NA;30056.5;NA;NA;NA;NA
"Barra do Rio Azul";1972;397;2014;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";650;NA;23692.95;23692.95;NA;23692.95;NA;NA;NA;NA
"Barra do Rio Azul";1933;389;2016;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";850;NA;31000;31000;NA;38482.87;NA;NA;NA;NA
"Barra do Rio Azul";1915;385;2017;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";860;NA;41565.2;41565.2;NA;47000;NA;NA;NA;NA
"Barra do Rio Azul";1726;347;2018;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";700;NA;49920;49920;NA;87512;NA;NA;NA;NA
"Barra do Rio Azul";1690;340;2019;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";710;NA;90569.97;90569.97;NA;90569.77;NA;NA;NA;NA
"Barra do Rio Azul";1655;333;2020;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";710;NA;120946;120946;NA;103634;NA;NA;NA;NA
"Barra Funda";2434;1444;2008;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2434;NA;86119.65;86119.65;NA;86119.65;NA;138527.72;49215.86;NA
"Barra Funda";2453;1455;2009;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";1525;NA;89289;89289;NA;92550;NA;NA;NA;NA
"Barra Funda";2367;1522;2010;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2305;NA;98500;98500;NA;98500;NA;5600;NA;NA
"Barra Funda";2476;1592;2013;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2400;NA;147697.7;147697.7;NA;147697.7;NA;NA;NA;NA
"Barra Funda";2487;1599;2014;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2487;NA;168515.23;168515.23;NA;168515.23;NA;NA;NA;NA
"Barra Funda";2497;1606;2015;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2497;NA;187051.9;187051.9;NA;189332.23;NA;NA;NA;NA
"Barra Funda";2507;1612;2016;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2507;NA;195000;195000;NA;205608.57;NA;NA;NA;NA
"Barra Funda";2516;1618;2017;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2507;NA;210000;210000;NA;217500;NA;NA;NA;NA
"Barra Funda";2527;1625;2018;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2507;NA;190000;190000;NA;238900;NA;NA;NA;NA
"Barra Funda";2539;1633;2019;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2539;NA;204000;204000;NA;256500;NA;NA;NA;NA
"Barra Funda";2551;1640;2020;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2551;NA;255000;255000;NA;320625;NA;NA;NA;NA
"Boa Vista das Missoes";2114;886;2010;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";1941;NA;20000;20000;NA;15000;NA;150000;NA;NA
"Boa Vista das Missoes";2173;911;2013;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2173;NA;40000;40000;NA;22000;NA;NA;NA;NA
"Boa Vista das Missoes";2171;910;2014;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2171;NA;57398.53;57398.53;NA;57398.53;NA;NA;NA;NA
"Boa Vista das Missoes";2167;908;2017;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";NA;NA;63978.48;63978.48;NA;63978.48;NA;NA;NA;NA
"Boa Vista das Missoes";2104;882;2018;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2104;NA;61433.74;61433.74;NA;33000;NA;NA;NA;NA
"Boa Vista das Missoes";2092;877;2020;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2092;NA;120000;120000;NA;76314;NA;NA;NA;NA
"Boa Vista do Cadeado";2441;472;2010;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2341;NA;39805.54;39805.54;NA;3317.12;NA;91237.82;NA;NA
"Boa Vista do Cadeado";2439;472;2011;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;63220.57;63220.57;NA;63220.57;NA;NA;NA;NA
"Boa Vista do Cadeado";2437;471;2012;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;71406.76;71406.76;NA;71406.76;NA;NA;NA;NA
"Boa Vista do Cadeado";2520;487;2013;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;75294.66;75294.66;NA;75294.66;NA;NA;NA;NA
"Boa Vista do Cadeado";2522;488;2014;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;81381.75;81381.75;NA;81381.75;NA;NA;NA;NA
"Boa Vista do Cadeado";2523;488;2015;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;85113.23;85113.23;NA;85113.23;NA;NA;NA;NA
"Boa Vista do Cadeado";2524;488;2016;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;94334.15;94334.15;NA;94334.15;NA;NA;NA;NA
"Boa Vista do Cadeado";2526;488;2017;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;104841.53;104841.53;NA;104841.53;NA;NA;NA;NA
"Boa Vista do Cadeado";2473;478;2018;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;109457.59;109457.59;NA;109457.59;NA;NA;NA;NA
"Boa Vista do Cadeado";2470;478;2019;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;119903.45;119903.45;NA;119903.45;NA;NA;NA;NA
"Boa Vista do Cadeado";2468;477;2020;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2441;NA;132586.99;132586.99;NA;132586.99;NA;NA;NA;NA
"Boa Vista do Incra";2537;757;2013;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";757;NA;55380;55380;NA;55380;NA;NA;NA;NA
"Boa Vista do Incra";2549;761;2014;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";761;NA;72000;72000;NA;72000;NA;NA;NA;NA
"Boa Vista do Incra";2559;764;2015;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";764;NA;59318;59318;NA;59318;NA;NA;NA;NA
"Boa Vista do Incra";2569;767;2016;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2569;NA;100473;100473;NA;101493.37;NA;NA;NA;NA
"Boa Vista do Incra";2579;770;2017;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2579;NA;82688;82688;NA;83383;NA;NA;NA;NA
"Boa Vista do Incra";2590;773;2018;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2579;NA;104028.86;104028.86;NA;106811.16;NA;NA;NA;NA
"Boa Vista do Incra";2603;777;2019;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2603;NA;108803.86;108803.86;NA;139824.2;NA;NA;NA;NA
"Boa Vista do Incra";2616;781;2020;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2616;NA;144912.25;144912.25;NA;168991.75;NA;NA;NA;NA
"Boa Vista do Sul";2859;403;2016;"Prefeitura Municipal de Boa Vista do Sul";"Agua";"Administracao publica direta";2859;NA;210153.81;210153.81;NA;210153.81;NA;NA;NA;NA
"Boa Vista do Sul";2859;403;2017;"Prefeitura Municipal de Boa Vista do Sul";"Agua";"Administracao publica direta";2859;NA;262232.39;262232.39;NA;262232.39;NA;NA;NA;NA
"Boa Vista do Sul";2788;393;2018;"Prefeitura Municipal de Boa Vista do Sul";"Agua";"Administracao publica direta";2788;NA;276289.32;276289.32;NA;276289.32;NA;NA;NA;NA
"Boa Vista do Sul";2783;392;2019;"Prefeitura Municipal de Boa Vista do Sul";"Agua";"Administracao publica direta";2783;NA;307500.02;307500.02;NA;307500.02;NA;NA;NA;NA
"Boa Vista do Sul";2778;391;2020;"Prefeitura Municipal de Boa Vista do Sul";"Agua";"Administracao publica direta";2778;NA;350497.83;350497.83;NA;350497.83;NA;NA;NA;NA
"Bom Principio";10910;8207;2007;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";5148;NA;473361.61;473361.61;NA;473361.61;NA;NA;NA;NA
"Bom Principio";11532;8675;2008;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";5296;NA;430870.6;430870.6;NA;463722.66;NA;161994.06;NA;NA
"Bom Principio";11731;8825;2009;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";5520;NA;505212;505212;NA;502212;NA;52589;NA;NA
"Bom Principio";11789;9198;2010;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";5750;NA;632746.52;632746.52;NA;632746.52;NA;52589;NA;NA
"Bom Principio";11966;9336;2011;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";5750;NA;703952.77;703952.77;NA;703952.77;NA;NA;NA;NA
"Bom Principio";12136;9469;2012;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";5800;NA;823877.55;823877.55;NA;857656.03;NA;NA;NA;NA
"Bom Principio";12644;9865;2013;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";7480;NA;870564.18;870564.18;NA;907709.51;NA;NA;NA;NA
"Bom Principio";12792;9981;2014;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";9200;NA;1038229.48;1038229.48;NA;1068229.48;NA;NA;NA;NA
"Bom Principio";12932;10090;2015;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";9250;NA;1142052.43;1142052.43;NA;1175052.43;NA;NA;NA;NA
"Bom Principio";13064;10193;2016;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";9500;NA;1314521.27;1314521.27;NA;1314521.27;NA;NA;NA;NA
"Bom Principio";13189;10290;2017;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";9760;NA;1400222.66;1400222.66;NA;1400222.66;NA;NA;NA;NA
"Bom Principio";13846;10803;2018;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";9996;NA;1412051.41;1412051.41;NA;1439662.73;NA;NA;NA;NA
"Bom Principio";14055;10966;2019;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";13525;NA;1540749.95;1540749.95;NA;1562755.05;NA;NA;NA;NA
"Bom Principio";14255;11122;2020;"Prefeitura Municipal de Bom Principio";"Agua";"Administracao publica direta";13722;NA;1665170.37;1665170.37;NA;1688668.84;NA;NA;NA;NA
"Bozano";2361;559;2009;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";1677;NA;20585;20585;NA;20585;NA;36126;NA;NA
"Bozano";2200;629;2010;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";1820;NA;21128.96;21128.96;NA;21128.96;NA;6489.16;NA;NA
"Bozano";2189;626;2011;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";1820;NA;23947.2;23947.2;NA;23947.2;NA;NA;NA;NA
"Bozano";2179;623;2012;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";1820;NA;24231;24231;NA;24231;NA;NA;NA;NA
"Bozano";2248;643;2013;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2189;NA;28184.96;28184.96;NA;28194.86;NA;NA;NA;NA
"Bozano";2243;641;2014;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2205;NA;22292.77;22292.77;NA;22292.77;NA;NA;NA;NA
"Bozano";2238;640;2015;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2208;NA;42835.68;42835.68;NA;42835.68;NA;NA;NA;NA
"Bozano";2233;638;2016;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2208;NA;49535.49;49535.49;NA;49535.49;NA;NA;NA;NA
"Bozano";2228;637;2017;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2228;NA;53761.94;53761.94;NA;53761.94;NA;NA;NA;NA
"Bozano";2135;610;2018;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2135;NA;53679;53679;NA;53679;NA;NA;NA;NA
"Bozano";2123;607;2019;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2123;NA;67235.28;67235.28;NA;67235.28;NA;NA;NA;NA
"Bozano";2111;604;2020;"Prefeitura Municipal de Bozano";"Agua";"Administracao publica direta";2111;NA;60155.22;60155.22;NA;60155.22;NA;NA;NA;NA
"Brochier";4846;1961;2008;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4761;NA;343334.41;343334.41;NA;356338.11;NA;NA;NA;NA
"Brochier";4876;1973;2009;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4870;NA;370133;370133;NA;379850;NA;NA;NA;NA
"Brochier";4726;2321;2012;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4726;NA;360000;360000;NA;360000;NA;NA;NA;NA
"Brochier";4902;2407;2013;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4726;NA;396000;396000;NA;396000;NA;NA;NA;NA
"Brochier";4928;2420;2014;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4928;NA;502705.75;502705.75;NA;502705.75;NA;NA;NA;NA
"Brochier";4952;2432;2015;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4928;NA;564374.06;564374.06;NA;564374.06;NA;NA;NA;NA
"Brochier";4975;2443;2016;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4928;NA;676865.42;676865.42;NA;676865.42;NA;NA;NA;NA
"Brochier";4996;2454;2017;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4928;NA;715157.56;715157.56;NA;715157.56;NA;NA;NA;NA
"Brochier";5043;2477;2018;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4928;NA;770173.1;770173.1;NA;770173.1;NA;NA;NA;NA
"Brochier";5074;2492;2019;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";4972;NA;797144.02;797144.02;NA;797144.02;NA;NA;NA;NA
"Brochier";5104;2507;2020;"Prefeitura Municipal de Brochier";"Agua";"Administracao publica direta";5001;NA;881702.24;881702.24;NA;881702.24;NA;NA;NA;NA
"Camargo";2549;1089;2009;"Prefeitura Municipal de Camargo";"Agua";"Administracao publica direta";2549;NA;250179;250179;NA;250179;NA;12426;NA;NA
