Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN007;FN023;FN024;FN038
"Hulha Negra";6147;2959;2012;"Prefeitura Municipal de Hulha Negra";"Agua e Esgoto";"Administracao publica direta";6147;2958;177657.48;100657.48;NA;177657.48;77000;NA;NA;NA
"Hulha Negra";6386;3074;2013;"Prefeitura Municipal de Hulha Negra";"Agua e Esgoto";"Administracao publica direta";6147;2958;140941.05;89646.3;NA;140941.05;51294.75;NA;NA;NA
"Hulha Negra";6434;3097;2014;"Prefeitura Municipal de Hulha Negra";"Agua e Esgoto";"Administracao publica direta";6434;3097;145169.27;92335.68;NA;142036.95;52833.59;NA;NA;NA
"Hulha Negra";6478;3118;2015;"Prefeitura Municipal de Hulha Negra";"Agua e Esgoto";"Administracao publica direta";6434;3097;145169.27;92335.68;NA;142036.95;52833.59;NA;NA;NA
"Hulha Negra";6521;3139;2016;"Prefeitura Municipal de Hulha Negra";"Agua e Esgoto";"Administracao publica direta";6434;3097;145169.27;92335.68;NA;142036.95;52833.59;NA;NA;NA
"Hulha Negra";6561;3158;2017;"Prefeitura Municipal de Hulha Negra";"Agua e Esgoto";"Administracao publica direta";NA;NA;198003.86;145170.27;NA;198004.86;52833.59;NA;NA;NA
"Hulha Negra";6776;3262;2019;"Prefeitura Municipal de Hulha Negra";"Agua e Esgoto";"Administracao publica direta";3097;3097;198004.86;145170.27;1;145170.27;52833.59;NA;NA;NA
"Itapuca";2344;558;2010;"Prefeitura Municipal de Itapuca";"Agua e Esgoto";"Administracao publica direta";638;200;65632.97;65632.97;NA;67615.69;NA;10000;NA;NA
"Itapuca";2318;552;2011;"Prefeitura Municipal de Itapuca";"Agua e Esgoto";"Administracao publica direta";638;200;51096.23;51096.23;NA;54752.09;NA;NA;NA;NA
"Itapuca";2292;546;2012;"Prefeitura Municipal de Itapuca";"Agua e Esgoto";"Administracao publica direta";640;200;51097.23;51096.23;1;54752.09;NA;NA;NA;NA
"Itapuca";2358;561;2013;"Prefeitura Municipal de Itapuca";"Agua e Esgoto";"Administracao publica direta";640;200;51097.23;51096.23;1;54752.09;NA;NA;NA;NA
"Itapuca";2341;557;2014;"Prefeitura Municipal de Itapuca";"Agua e Esgoto";"Administracao publica direta";640;200;51097;51096;1;54752.09;NA;NA;NA;NA
"Itapuca";2325;553;2015;"Prefeitura Municipal de Itapuca";"Agua e Esgoto";"Administracao publica direta";640;200;51097;51096;1;54752;NA;NA;NA;NA
"Itapuca";2309;550;2016;"Prefeitura Municipal de Itapuca";"Agua e Esgoto";"Administracao publica direta";650;200;193536.79;193535.79;1;193536.79;NA;NA;NA;NA
"Joia";8331;2089;2010;"Prefeitura Municipal de Joia";"Agua e Esgoto";"Administracao publica direta";7089;2099;260594.98;211523.12;49071.86;211167.78;NA;163572.84;7523;NA
"Lajeado do Bugre";2592;736;2016;"Prefeitura Municipal de Lajeado do Bugre";"Agua e Esgoto";"Administracao publica direta";2592;1400;50186.69;50186.69;NA;50186.69;NA;NA;NA;NA
"Lajeado do Bugre";2596;737;2017;"Prefeitura Municipal de Lajeado do Bugre";"Agua e Esgoto";"Administracao publica direta";2592;1456;52232.2;52232.2;NA;52232;NA;NA;NA;NA
"Lajeado do Bugre";2561;727;2018;"Prefeitura Municipal de Lajeado do Bugre";"Agua e Esgoto";"Administracao publica direta";2561;1917;55650;55650;NA;55650;NA;NA;NA;NA
"Lajeado do Bugre";2564;728;2019;"Prefeitura Municipal de Lajeado do Bugre";"Agua e Esgoto";"Administracao publica direta";2561;1917;52800;52800;NA;48220;NA;NA;NA;NA
"Lajeado do Bugre";2566;728;2020;"Prefeitura Municipal de Lajeado do Bugre";"Agua e Esgoto";"Administracao publica direta";2566;1930;52800;52800;NA;48220;NA;NA;NA;NA
"Lindolfo Collor";5719;4691;2016;"Prefeitura Municipal de Lindolfo Collor";"Agua e Esgoto";"Administracao publica direta";3300;1;276010.84;276010.84;NA;276010.84;NA;NA;NA;NA
"Lindolfo Collor";5765;4728;2017;"Prefeitura Municipal de Lindolfo Collor";"Agua e Esgoto";"Administracao publica direta";5750;1;304411.33;304411.33;NA;304411.33;NA;NA;NA;NA
"Lindolfo Collor";6054;4965;2019;"Prefeitura Municipal de Lindolfo Collor";"Agua e Esgoto";"Administracao publica direta";6000;40;434236.11;424236.11;10000;424236.11;NA;NA;NA;NA
"Lindolfo Collor";6125;5024;2020;"Prefeitura Municipal de Lindolfo Collor";"Agua e Esgoto";"Administracao publica direta";6000;40;447299.84;447299.84;NA;447299.84;NA;NA;NA;NA
"Mampituba";2996;567;2011;"Prefeitura Municipal de Mampituba";"Agua e Esgoto";"Administracao publica direta";2996;2354;103680;103680;NA;103680;NA;NA;NA;NA
"Mampituba";2988;565;2012;"Prefeitura Municipal de Mampituba";"Agua e Esgoto";"Administracao publica direta";2800;2354;104500;104500;NA;104500;NA;NA;NA;NA
"Mampituba";3087;584;2013;"Prefeitura Municipal de Mampituba";"Agua e Esgoto";"Administracao publica direta";2800;2360;109725;109725;NA;109725;NA;NA;NA;NA
"Mampituba";3085;584;2014;"Prefeitura Municipal de Mampituba";"Agua e Esgoto";"Administracao publica direta";2800;2360;111500;111500;NA;111500;NA;NA;NA;NA
"Mampituba";3083;583;2015;"Prefeitura Municipal de Mampituba";"Agua e Esgoto";"Administracao publica direta";2860;2360;112850;112850;NA;112850;NA;NA;NA;NA
"Mampituba";3081;583;2016;"Prefeitura Municipal de Mampituba";"Agua e Esgoto";"Administracao publica direta";2903;2385;113560;113560;NA;113560;NA;NA;NA;NA
"Mampituba";3079;582;2017;"Prefeitura Municipal de Mampituba";"Agua e Esgoto";"Administracao publica direta";3000;2385;264768.07;264768.07;NA;268293.07;NA;NA;NA;NA
"Marata";2691;802;2019;"Prefeitura Municipal de Marata";"Agua e Esgoto";"Administracao publica direta";2691;2691;42226.39;42226.39;NA;NA;NA;NA;NA;NA
"Marata";2702;805;2020;"Prefeitura Municipal de Marata";"Agua e Esgoto";"Administracao publica direta";2702;2702;42226.39;42226.39;NA;2800;NA;NA;NA;NA
"Mato Castelhano";2571;542;2016;"Prefeitura Municipal de Mato Castelhano";"Agua e Esgoto";"Administracao publica direta";2571;2571;312052;312052;NA;280055;NA;NA;NA;NA
"Mato Castelhano";2574;543;2017;"Prefeitura Municipal de Mato Castelhano";"Agua e Esgoto";"Administracao publica direta";2571;2571;271869.96;271869.96;NA;198477.43;NA;NA;NA;NA
"Mato Castelhano";2540;536;2019;"Prefeitura Municipal de Mato Castelhano";"Agua e Esgoto";"Administracao publica direta";2540;536;365137;365137;NA;325000;NA;NA;NA;NA
"Monte Alegre dos Campos";3112;647;2012;"Prefeitura Municipal de Monte Alegre dos Campos";"Agua e Esgoto";"Administracao publica direta";970;150;24228.49;24228.49;NA;24228.49;NA;NA;NA;NA
"Monte Alegre dos Campos";3221;670;2013;"Prefeitura Municipal de Monte Alegre dos Campos";"Agua e Esgoto";"Administracao publica direta";995;165;40930.93;40930.93;NA;40930.93;NA;NA;NA;NA
"Monte Alegre dos Campos";3229;671;2014;"Prefeitura Municipal de Monte Alegre dos Campos";"Agua e Esgoto";"Administracao publica direta";995;165;44608.5;44608.5;NA;44608.5;NA;NA;NA;NA
"Monte Alegre dos Campos";3249;676;2017;"Prefeitura Municipal de Monte Alegre dos Campos";"Agua e Esgoto";"Administracao publica direta";1160;165;68635;68635;NA;68635;NA;NA;NA;NA
"Monte Alegre dos Campos";3220;670;2018;"Prefeitura Municipal de Monte Alegre dos Campos";"Agua e Esgoto";"Administracao publica direta";1160;135;91665;91665;NA;91665;NA;NA;NA;NA
"Monte Alegre dos Campos";3226;671;2019;"Prefeitura Municipal de Monte Alegre dos Campos";"Agua e Esgoto";"Administracao publica direta";1260;160;110187.82;110187.82;NA;110187.82;NA;NA;NA;NA
"Monte Alegre dos Campos";3232;672;2020;"Prefeitura Municipal de Monte Alegre dos Campos";"Agua e Esgoto";"Administracao publica direta";1261;160;105866.11;105866.11;NA;105866.11;NA;NA;NA;NA
"Monte Belo do Sul";2670;770;2010;"Prefeitura Municipal de Monte Belo do Sul";"Agua e Esgoto";"Administracao publica direta";2670;600;366077;366077;NA;366077;NA;5000;NA;NA
"Monte Belo do Sul";2653;765;2011;"Prefeitura Municipal de Monte Belo do Sul";"Agua e Esgoto";"Administracao publica direta";2653;600;406775.61;406775.61;NA;406775.61;NA;NA;NA;NA
"Monte Belo do Sul";2637;760;2012;"Prefeitura Municipal de Monte Belo do Sul";"Agua e Esgoto";"Administracao publica direta";2637;760;476291.96;476291.96;NA;476291.96;NA;NA;NA;NA
"Monte Belo do Sul";2720;784;2013;"Prefeitura Municipal de Monte Belo do Sul";"Agua e Esgoto";"Administracao publica direta";2637;784;549451.22;549451.22;NA;549451.22;NA;NA;NA;NA
"Monte Belo do Sul";2712;782;2014;"Prefeitura Municipal de Monte Belo do Sul";"Agua e Esgoto";"Administracao publica direta";2637;784;577236.53;577236.53;NA;577236.53;NA;NA;NA;NA
"Monte Belo do Sul";2704;780;2015;"Prefeitura Municipal de Monte Belo do Sul";"Agua e Esgoto";"Administracao publica direta";2704;780;594600.92;594600.92;NA;594600.92;NA;NA;NA;NA
"Morrinhos do Sul";3156;1289;2011;"Prefeitura Municipal de Morrinhos do Sul";"Agua e Esgoto";"Administracao publica direta";2894;240;220000;220000;NA;220000;NA;NA;NA;NA
"Morrinhos do Sul";3129;1278;2012;"Prefeitura Municipal de Morrinhos do Sul";"Agua e Esgoto";"Administracao publica direta";2910;260;260000;260000;NA;260000;NA;NA;NA;NA
"Morrinhos do Sul";3225;1318;2013;"Prefeitura Municipal de Morrinhos do Sul";"Agua e Esgoto";"Administracao publica direta";3100;260;260000;260000;NA;261000;NA;NA;NA;NA
"Morrinhos do Sul";3179;1299;2016;"Prefeitura Municipal de Morrinhos do Sul";"Agua e Esgoto";"Administracao publica direta";3179;1299;50000;50000;NA;150000;NA;NA;NA;NA
"Morrinhos do Sul";3166;1293;2017;"Prefeitura Municipal de Morrinhos do Sul";"Agua e Esgoto";"Administracao publica direta";1255;1300;397031.28;397031.28;NA;160000;NA;NA;NA;NA
"Morrinhos do Sul";2979;1217;2018;"Prefeitura Municipal de Morrinhos do Sul";"Agua e Esgoto";"Administracao publica direta";1300;1300;415048.8;415048.8;NA;NA;NA;NA;NA;NA
"Morrinhos do Sul";2949;1205;2019;"Prefeitura Municipal de Morrinhos do Sul";"Agua e Esgoto";"Administracao publica direta";2500;500;450780.87;450780.87;NA;450780.87;NA;NA;NA;NA
"Mucum";4791;4044;2010;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";3917;435;420217;420217;NA;437565;NA;NA;NA;NA
"Mucum";4796;4048;2011;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";3920;438;432328;432328;NA;451763;NA;NA;NA;NA
"Mucum";4970;4195;2013;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";4195;500;492876.8;492876.8;NA;492876.8;NA;NA;NA;NA
"Mucum";4980;4204;2014;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";4195;500;433498.66;433498.66;NA;433498.66;NA;NA;NA;NA
"Mucum";4989;4211;2015;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";4195;500;433498.66;433498.66;NA;433498.66;NA;NA;NA;NA
"Mucum";4998;4219;2016;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";4195;500;433498.67;433498.67;NA;433498.66;NA;NA;NA;NA
"Mucum";5006;4225;2017;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";4225;500;787241.91;787241.91;NA;787241.91;NA;NA;NA;NA
"Mucum";4954;4182;2019;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";4182;500;1091621.75;1000000;300;1091625.75;91310;NA;NA;11.75
"Mucum";4961;4187;2020;"Prefeitura Municipal de Mucum";"Agua e Esgoto";"Administracao publica direta";4182;500;1092785;1000000;300;1092999;91310;NA;NA;1175
"Muitos Capoes";3104;990;2009;"Prefeitura Municipal de Muitos Capoes";"Agua e Esgoto";"Administracao publica direta";1490;160;16815;16815;NA;16815;NA;NA;NA;NA
"Muitos Capoes";2988;970;2010;"Prefeitura Municipal de Muitos Capoes";"Agua e Esgoto";"Administracao publica direta";1470;160;19850.21;19850.21;NA;19850.21;NA;NA;NA;NA
"Muitos Capoes";2998;973;2011;"Prefeitura Municipal de Muitos Capoes";"Agua e Esgoto";"Administracao publica direta";1471;170;NA;22705.3;NA;22705.3;NA;NA;NA;NA
"Muitos Capoes";3007;976;2012;"Prefeitura Municipal de Muitos Capoes";"Agua e Esgoto";"Administracao publica direta";1476;175;3176.84;3176.84;NA;3176.84;NA;NA;NA;NA
"Nova Alvorada";3258;1222;2009;"Prefeitura Municipal de Nova Alvorada";"Agua e Esgoto";"Administracao publica direta";3258;3258;NA;152233;NA;152233;NA;109521;75243;NA
"Nova Hartz";20405;16983;2017;"Prefeitura Municipal de Nova Hartz";"Agua e Esgoto";"Administracao publica direta";6000;1500;131224.83;131224.83;NA;140338.79;NA;NA;NA;NA
"Nova Hartz";21317;17742;2018;"Prefeitura Municipal de Nova Hartz";"Agua e Esgoto";"Administracao publica direta";6000;1500;187553.68;187553.68;NA;187620.9;NA;NA;NA;NA
"Nova Hartz";21615;17990;2019;"Prefeitura Municipal de Nova Hartz";"Agua e Esgoto";"Administracao publica direta";6000;1600;318156.76;318156.76;NA;339605.74;NA;NA;NA;NA
"Nova Hartz";21875;18206;2020;"Prefeitura Municipal de Nova Hartz";"Agua e Esgoto";"Administracao publica direta";6250;1600;273075.82;273075.82;NA;286349.26;NA;NA;NA;NA
"Nova Padua";2598;773;2009;"Prefeitura Municipal de Nova Padua";"Agua e Esgoto";"Administracao publica direta";2396;2396;587500;575000;12500;322000;NA;NA;NA;NA
"Nova Padua";2450;732;2010;"Prefeitura Municipal de Nova Padua";"Agua e Esgoto";"Administracao publica direta";2450;549;NA;NA;NA;NA;NA;NA;NA;NA
"Nova Padua";2459;735;2012;"Prefeitura Municipal de Nova Padua";"Agua e Esgoto";"Administracao publica direta";2437;245;NA;NA;NA;NA;NA;NA;NA;NA
"Novo Cabrais";3855;545;2010;"Prefeitura Municipal de Novo Cabrais";"Agua e Esgoto";"Administracao publica direta";3545;200;65054;65054;NA;69559;NA;7800;NA;NA
"Novo Cabrais";3899;551;2012;"Prefeitura Municipal de Novo Cabrais";"Agua e Esgoto";"Administracao publica direta";2177;548;62526.61;62526.61;NA;62526.61;NA;NA;NA;NA
