Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN007;FN023;FN024;FN038
"Alto Feliz";3048;775;2008;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3048;NA;117548.6;117548.6;NA;119225.6;NA;88610.8;NA;NA
"Alto Feliz";3067;780;2009;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3055;NA;143620;143620;NA;145344;NA;47651;NA;NA
"Alto Feliz";2930;820;2012;"Prefeitura Municipal de Alto Feliz";"Agua e Esgoto";"Administracao publica direta";2300;820;262544.51;262544.51;NA;262544.51;NA;NA;NA;NA
"Alto Feliz";3017;844;2014;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3017;NA;356189.46;356189.46;NA;362473.23;NA;NA;NA;NA
"Alto Feliz";3025;846;2015;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3000;NA;366616.01;366616.01;NA;366616.01;NA;NA;NA;NA
"Alto Feliz";3032;848;2016;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";3000;NA;420324.12;420324.12;NA;420324.12;NA;NA;NA;NA
"Alto Feliz";3020;845;2018;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";2550;NA;517707.72;517707.72;NA;520580.72;NA;NA;NA;NA
"Alto Feliz";3028;847;2019;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";2555;NA;544700.72;544700.72;NA;634418.64;NA;NA;NA;NA
"Alto Feliz";3036;849;2020;"Prefeitura Municipal de Alto Feliz";"Agua";"Administracao publica direta";2555;NA;624459.24;624459.24;NA;663809.55;NA;NA;NA;NA
"Andre da Rocha";1300;530;2016;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";856;NA;67783.53;55296.32;NA;67783.53;12487.21;NA;NA;NA
"Andre da Rocha";1306;533;2017;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1265;NA;80000.44;62085.44;NA;80000.44;17915;NA;NA;NA
"Andre da Rocha";1324;540;2018;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1285;NA;85333.22;85333.22;NA;109951.32;NA;NA;NA;NA
"Andre da Rocha";1333;544;2019;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1288;NA;127224.07;127224.07;NA;135115.11;NA;NA;NA;NA
"Andre da Rocha";1343;548;2020;"Prefeitura Municipal de Andre da Rocha";"Agua";"Administracao publica direta";1298;NA;137753.56;137753.56;NA;173489.91;NA;NA;NA;NA
"Anta Gorda";6327;1821;2000;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3800;NA;139091.94;139091.94;NA;139091.94;NA;16149;NA;NA
"Anta Gorda";6299;1813;2001;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";2843;NA;158490.18;158490.18;NA;158490.18;NA;22412;NA;NA
"Anta Gorda";6285;1809;2002;"Prefeitura Municipal de Anta Gorda";"Agua e Esgoto";"Administracao publica direta";2847;NA;NA;151003.27;NA;151003.27;NA;12117.1;NA;NA
"Anta Gorda";6266;1803;2003;"Prefeitura Municipal de Anta Gorda";"Agua e Esgoto";"Administracao publica direta";2864;NA;184649.31;184649.31;NA;184649.31;NA;17025.24;NA;NA
"Anta Gorda";6225;1792;2004;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";2975;NA;215387.41;215387.41;NA;215387.41;NA;18168.72;NA;NA
"Anta Gorda";6203;1785;2005;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3150;NA;258126.79;258126.79;NA;253459.93;NA;3776;NA;NA
"Anta Gorda";6181;1779;2006;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3198;NA;275014.06;275014.06;NA;267130.96;NA;5103.2;NA;NA
"Anta Gorda";6163;2244;2007;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3228;NA;284301.06;284301.06;NA;273958.72;NA;5862.86;NA;NA
"Anta Gorda";6331;2305;2008;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3270;NA;295535.49;295535.49;NA;293135.49;NA;16129.9;NA;NA
"Anta Gorda";6326;2303;2009;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3320;NA;363295;363295;NA;351530;NA;44040;NA;NA
"Anta Gorda";6073;2331;2010;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3470;NA;384595;384595;NA;384595;NA;18520;NA;NA
"Anta Gorda";6035;2316;2012;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3486;NA;401309.38;401309.38;NA;250650.69;NA;NA;NA;NA
"Anta Gorda";6235;2393;2013;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3165;NA;454268.39;454268.39;NA;11184.6;NA;NA;NA;NA
"Anta Gorda";6228;2390;2014;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3185;NA;480040.79;480040.79;NA;16098.16;NA;NA;NA;NA
"Anta Gorda";6222;2388;2015;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3300;NA;489582.46;489582.46;NA;14958.67;NA;NA;NA;NA
"Anta Gorda";6216;2386;2016;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3300;NA;491948.91;491948.91;NA;14102.91;NA;NA;NA;NA
"Anta Gorda";6210;2384;2017;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3300;NA;572022.42;572022.42;NA;16591.43;NA;NA;NA;NA
"Anta Gorda";6003;2304;2018;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3400;NA;603077.52;603077.52;NA;23925.37;NA;NA;NA;NA
"Anta Gorda";5981;2296;2019;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";3526;NA;702778.63;702778.63;NA;26772.16;NA;NA;NA;NA
"Anta Gorda";5961;2288;2020;"Prefeitura Municipal de Anta Gorda";"Agua";"Administracao publica direta";5961;NA;792229.6;792229.6;NA;22248.94;NA;NA;NA;NA
"Antonio Prado";13050;9391;2019;"Prefeitura Municipal de Antonio Prado";"Esgoto";"Administracao publica direta";NA;9391;NA;NA;NA;NA;NA;NA;NA;NA
"Ararica";4701;4073;2005;"Prefeitura Municipal de Ararica";"Esgoto";"Administracao publica direta";NA;1396;NA;NA;NA;NA;NA;NA;NA;NA
"Ararica";5181;4620;2009;"Prefeitura Municipal de Ararica";"Esgoto";"Administracao publica direta";NA;1400;NA;NA;NA;NA;NA;NA;NA;NA
"Ararica";4928;4049;2011;"Prefeitura Municipal de Ararica";"Esgoto";"Administracao publica direta";NA;2000;NA;NA;NA;NA;NA;NA;NA;NA
"Ararica";4990;4100;2012;"Prefeitura Municipal de Ararica";"Esgoto";"Administracao publica direta";NA;2000;NA;NA;NA;NA;NA;NA;NA;NA
"Ararica";5195;4268;2013;"Prefeitura Municipal de Ararica";"Esgoto";"Administracao publica direta";NA;2000;NA;NA;NA;1;NA;NA;NA;NA
"Arroio do Padre";2882;488;2009;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";530;NA;26300;26300;NA;28419;NA;1500;NA;NA
"Arroio do Padre";2730;454;2010;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";515;NA;18405.85;18405.85;NA;18405.85;NA;NA;NA;NA
"Arroio do Padre";2743;456;2011;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";640;NA;20246.43;20246.43;NA;20246.43;NA;NA;NA;NA
"Arroio do Padre";2756;458;2012;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";404;NA;17427.47;17427.47;NA;19956.56;NA;NA;NA;NA
"Arroio do Padre";2857;475;2013;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";424;NA;20273.83;20273.83;NA;23476.27;NA;NA;NA;NA
"Arroio do Padre";2871;477;2014;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";473;NA;26878.54;26878.54;NA;32569.53;NA;NA;NA;NA
"Arroio do Padre";2883;479;2015;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";553;NA;31281.64;31281.64;NA;33376.67;NA;NA;NA;NA
"Arroio do Padre";2895;481;2016;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";560;NA;45819.44;45819.44;NA;45819.44;NA;NA;NA;NA
"Arroio do Padre";2906;483;2017;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";569;NA;52754.55;52754.55;NA;52754.55;NA;NA;NA;NA
"Arroio do Padre";2921;486;2018;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";571;NA;56076.95;56076.95;NA;56076.95;NA;NA;NA;NA
"Arroio do Padre";2937;488;2019;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";675;NA;67125.86;67125.86;NA;67125.86;NA;NA;NA;NA
"Arroio do Padre";2951;491;2020;"Prefeitura Municipal de Arroio do Padre";"Agua";"Administracao publica direta";821;NA;84336.86;84336.86;NA;84336.86;NA;NA;NA;NA
"Arroio dos Ratos";14181;13489;2009;"Prefeitura Municipal de Arroio dos Ratos";"Esgoto";"Administracao publica direta";NA;840;NA;NA;NA;NA;NA;NA;NA;NA
"Arroio dos Ratos";13627;12976;2011;"Prefeitura Municipal de Arroio dos Ratos";"Esgoto";"Administracao publica direta";NA;9000;NA;NA;NA;NA;NA;NA;NA;NA
"Augusto Pestana";7361;3497;2009;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6997;NA;399929;399929;NA;NA;NA;1181;NA;NA
"Augusto Pestana";7096;3657;2010;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6503;NA;457269.1;457269.1;NA;457269.1;NA;80878.63;12000;NA
"Augusto Pestana";6990;3602;2012;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";3602;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Augusto Pestana";7206;3714;2013;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";7206;NA;500000;500000;NA;551898;NA;NA;NA;NA
"Augusto Pestana";7175;3698;2014;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";7100;NA;702307.55;702307.55;NA;702307.77;NA;NA;NA;NA
"Augusto Pestana";7145;3682;2015;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";7100;NA;758492.15;758492.15;NA;762504.59;NA;NA;NA;NA
"Augusto Pestana";6706;3456;2018;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";4200;NA;900799.68;900799.68;NA;776120;NA;NA;NA;NA
"Augusto Pestana";6661;3433;2019;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6661;NA;937382.96;937382.96;NA;818840.88;NA;NA;NA;NA
"Augusto Pestana";6602;3402;2020;"Prefeitura Municipal de Augusto Pestana";"Agua";"Administracao publica direta";6600;NA;937402.95;937402.95;NA;818920.54;NA;NA;NA;NA
"Bage";119194;97591;1998;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";118999;49137;2733572.92;2733572.92;NA;3555975.58;NA;204753.54;27918.07;NA
"Bage";120793;98900;1999;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";118999;95320;2799737.89;2519764.1;279973.79;4660715.5;NA;44206.33;27264.32;NA
"Bage";117009;95850;2002;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";91432;44340;6417744;5253967;1163777;5533386;NA;36208;NA;NA
"Bage";118016;96675;2003;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";106000;55000;10449771;9140776;1308995;6181290.99;NA;434761.04;NA;NA
"Bage";120129;98406;2004;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";106000;61000;11408229.42;9923209.76;1485019.66;7435078.3;NA;246968.83;NA;NA
"Bage";121299;99364;2005;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";114000;73704;6392907.15;5363308.78;1029598.37;9229433.4;NA;13500;12746.17;NA
"Bage";122461;100316;2006;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";106000;55857;6637663.04;5468705.77;1168957.27;9929852.59;NA;NA;60840;NA
"Bage";112550;94398;2007;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";106265;55997;7919042.59;6505087.94;1413954.65;12025891.49;NA;NA;1081760.28;NA
"Bage";115755;97086;2008;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";97086;58047;9042849.37;7460654.65;1582194.72;14478067.76;NA;530855.24;685949.65;NA
"Bage";115745;97078;2009;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";97078;58807;10185244;8443475;1741769;16055120;NA;NA;NA;NA
"Bage";116794;97765;2010;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";97765;74552;12851655.08;10996066.05;1855589.03;17791181.35;NA;NA;648813.05;NA
"Bage";116944;97891;2011;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";97891;74552;13659624.65;11578966.67;2080657.98;18657308.42;NA;55384.55;3829393.6;NA
"Bage";117090;98013;2012;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";98013;71726;14366080.53;12149646.99;2216433.54;19322546.97;NA;NA;5502.76;NA
"Bage";121235;101482;2013;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";101482;76424;25211922.52;22058948.47;3152974.05;51965281.67;NA;1425342.73;691405.66;NA
"Bage";121500;101704;2014;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";101482;76424;25572470.85;21776379.28;3796091.57;46328573.41;NA;NA;821552.17;NA
"Bage";121749;101913;2015;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";101607;76424;29610518.76;25520917.8;4089600.96;45743407.61;NA;NA;438375.78;NA
"Bage";121986;102111;2016;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";102111;78064;34244199.82;29570904.47;4673295.35;94455528.42;NA;NA;735868.73;NA
"Bage";122209;102298;2017;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";102111;78064;36685417.65;30989060.72;5696356.93;52546413.1;NA;NA;3619998.39;NA
"Bage";120943;101238;2018;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";101238;77953;32675502.19;28538656.38;4136845.81;39178411.25;NA;556452.56;1776331.14;NA
"Bage";121143;101405;2019;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";101405;82645;42367483;36527254.19;5840228.81;48582102.17;NA;3230663.76;450921.57;NA
"Bage";121335;101566;2020;"Departamento de Agua e Esgoto de Bage";"Agua e Esgoto";"Autarquia";101566;82776;39222260.8;32939206.47;6283054.33;44699978.16;NA;462105.63;NA;NA
"Barao";6086;3148;2016;"Prefeitura Municipal de Barao";"Esgoto";"Administracao publica direta";NA;4000;NA;NA;NA;NA;NA;NA;NA;NA
"Barao";6171;3192;2019;"Prefeitura Municipal de Barao";"Esgoto";"Administracao publica direta";NA;3192;NA;NA;NA;NA;NA;NA;NA;NA
"Barao";6202;3208;2020;"Prefeitura Municipal de Barao";"Esgoto";"Administracao publica direta";NA;3192;NA;NA;NA;NA;NA;NA;NA;NA
"Barra do Rio Azul";1978;374;2009;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";374;NA;9200;9200;NA;73669;NA;NA;NA;NA
"Barra do Rio Azul";2003;403;2010;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";403;NA;19000;19000;NA;24419.07;NA;NA;NA;NA
"Barra do Rio Azul";1972;397;2011;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";380;NA;23602.15;23602.15;NA;23605.15;NA;NA;NA;NA
"Barra do Rio Azul";1941;391;2012;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";380;NA;24593.7;24593.7;NA;24593.7;NA;NA;NA;NA
"Barra do Rio Azul";1993;401;2013;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";395;NA;30056.5;30056.5;NA;30056.5;NA;NA;NA;NA
"Barra do Rio Azul";1972;397;2014;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";650;NA;23692.95;23692.95;NA;23692.95;NA;NA;NA;NA
"Barra do Rio Azul";1933;389;2016;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";850;NA;31000;31000;NA;38482.87;NA;NA;NA;NA
"Barra do Rio Azul";1915;385;2017;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";860;NA;41565.2;41565.2;NA;47000;NA;NA;NA;NA
"Barra do Rio Azul";1726;347;2018;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";700;NA;49920;49920;NA;87512;NA;NA;NA;NA
"Barra do Rio Azul";1690;340;2019;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";710;NA;90569.97;90569.97;NA;90569.77;NA;NA;NA;NA
"Barra do Rio Azul";1655;333;2020;"Prefeitura Municipal de Barra do Rio Azul";"Agua";"Administracao publica direta";710;NA;120946;120946;NA;103634;NA;NA;NA;NA
"Barra Funda";2434;1444;2008;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2434;NA;86119.65;86119.65;NA;86119.65;NA;138527.72;49215.86;NA
"Barra Funda";2453;1455;2009;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";1525;NA;89289;89289;NA;92550;NA;NA;NA;NA
"Barra Funda";2367;1522;2010;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2305;NA;98500;98500;NA;98500;NA;5600;NA;NA
"Barra Funda";2476;1592;2013;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2400;NA;147697.7;147697.7;NA;147697.7;NA;NA;NA;NA
"Barra Funda";2487;1599;2014;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2487;NA;168515.23;168515.23;NA;168515.23;NA;NA;NA;NA
"Barra Funda";2497;1606;2015;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2497;NA;187051.9;187051.9;NA;189332.23;NA;NA;NA;NA
"Barra Funda";2507;1612;2016;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2507;NA;195000;195000;NA;205608.57;NA;NA;NA;NA
"Barra Funda";2516;1618;2017;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2507;NA;210000;210000;NA;217500;NA;NA;NA;NA
"Barra Funda";2527;1625;2018;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2507;NA;190000;190000;NA;238900;NA;NA;NA;NA
"Barra Funda";2539;1633;2019;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2539;NA;204000;204000;NA;256500;NA;NA;NA;NA
"Barra Funda";2551;1640;2020;"Prefeitura Municipal de Barra Funda";"Agua";"Administracao publica direta";2551;NA;255000;255000;NA;320625;NA;NA;NA;NA
"Boa Vista das Missoes";2100;699;2009;"Prefeitura Municipal de Boa Vista das Missoes";"Agua e Esgoto";"Administracao publica direta";2007;548;NA;NA;NA;NA;NA;NA;NA;NA
"Boa Vista das Missoes";2114;886;2010;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";1941;NA;20000;20000;NA;15000;NA;150000;NA;NA
"Boa Vista das Missoes";2173;911;2013;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2173;NA;40000;40000;NA;22000;NA;NA;NA;NA
"Boa Vista das Missoes";2171;910;2014;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2171;NA;57398.53;57398.53;NA;57398.53;NA;NA;NA;NA
"Boa Vista das Missoes";2167;908;2017;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";NA;NA;63978.48;63978.48;NA;63978.48;NA;NA;NA;NA
"Boa Vista das Missoes";2104;882;2018;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2104;NA;61433.74;61433.74;NA;33000;NA;NA;NA;NA
"Boa Vista das Missoes";2092;877;2020;"Prefeitura Municipal de Boa Vista das Missoes";"Agua";"Administracao publica direta";2092;NA;120000;120000;NA;76314;NA;NA;NA;NA
"Boa Vista do Cadeado";2441;472;2010;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2341;NA;39805.54;39805.54;NA;3317.12;NA;91237.82;NA;NA
"Boa Vista do Cadeado";2439;472;2011;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;63220.57;63220.57;NA;63220.57;NA;NA;NA;NA
"Boa Vista do Cadeado";2437;471;2012;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;71406.76;71406.76;NA;71406.76;NA;NA;NA;NA
"Boa Vista do Cadeado";2520;487;2013;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;75294.66;75294.66;NA;75294.66;NA;NA;NA;NA
"Boa Vista do Cadeado";2522;488;2014;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;81381.75;81381.75;NA;81381.75;NA;NA;NA;NA
"Boa Vista do Cadeado";2523;488;2015;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;85113.23;85113.23;NA;85113.23;NA;NA;NA;NA
"Boa Vista do Cadeado";2524;488;2016;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;94334.15;94334.15;NA;94334.15;NA;NA;NA;NA
"Boa Vista do Cadeado";2526;488;2017;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;104841.53;104841.53;NA;104841.53;NA;NA;NA;NA
"Boa Vista do Cadeado";2473;478;2018;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;109457.59;109457.59;NA;109457.59;NA;NA;NA;NA
"Boa Vista do Cadeado";2470;478;2019;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2350;NA;119903.45;119903.45;NA;119903.45;NA;NA;NA;NA
"Boa Vista do Cadeado";2468;477;2020;"Prefeitura Municipal de Boa Vista do Cadeado";"Agua";"Administracao publica direta";2441;NA;132586.99;132586.99;NA;132586.99;NA;NA;NA;NA
"Boa Vista do Incra";2537;757;2013;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";757;NA;55380;55380;NA;55380;NA;NA;NA;NA
"Boa Vista do Incra";2549;761;2014;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";761;NA;72000;72000;NA;72000;NA;NA;NA;NA
"Boa Vista do Incra";2559;764;2015;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";764;NA;59318;59318;NA;59318;NA;NA;NA;NA
"Boa Vista do Incra";2569;767;2016;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2569;NA;100473;100473;NA;101493.37;NA;NA;NA;NA
"Boa Vista do Incra";2579;770;2017;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2579;NA;82688;82688;NA;83383;NA;NA;NA;NA
"Boa Vista do Incra";2590;773;2018;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2579;NA;104028.86;104028.86;NA;106811.16;NA;NA;NA;NA
"Boa Vista do Incra";2603;777;2019;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2603;NA;108803.86;108803.86;NA;139824.2;NA;NA;NA;NA
"Boa Vista do Incra";2616;781;2020;"Prefeitura Municipal de Boa Vista do Incra";"Agua";"Administracao publica direta";2616;NA;144912.25;144912.25;NA;168991.75;NA;NA;NA;NA
