Municipio;POP_TOT;POP_URB;Ano_Ref;Prestador;Tipo_Serv;Nat_Jur;AG001;ES001;FN001;FN002;FN003;FN006;FN007;FN023;FN024;FN038
"Tupandi";4855;3367;2019;"Associacao de Desenvolvimento Comunitario de Tupandi";"Agua";"Organizacao social";3225;NA;759040.91;759040.91;NA;803283.84;NA;90677.98;NA;NA
"Tupandi";4939;3425;2020;"Associacao de Desenvolvimento Comunitario de Tupandi";"Agua";"Organizacao social";3300;NA;854148.86;854148.86;NA;902940.13;NA;119658.58;NA;NA
"Uruguaiana";125320;117307;2011;"Foz de Uruguaiana S/A";"Agua e Esgoto";"Empresa privada";111181;18608;9557249.18;8544658.66;1012590.52;6474151.27;NA;1020568.94;3999197.77;NA
"Uruguaiana";125209;117203;2012;"Foz de Uruguaiana S/A";"Agua e Esgoto";"Empresa privada";118524;28446;23670099.39;20962428.48;2707670.91;23582360.79;NA;6257226.36;23794034.71;NA
"Uruguaiana";129504;121224;2013;"ODEBRECHT AMBIENTAL URUGUAIANA S.A.";"Agua e Esgoto";"Empresa privada";120752;58466;27324946.11;23337753.03;3987193.08;28403545.9;NA;3392861.93;24603398.63;NA
"Uruguaiana";129580;121295;2014;"ODEBRECHT AMBIENTAL URUGUAIANA S.A.";"Agua e Esgoto";"Empresa privada";122381;85028;32846170.17;26418017.72;6428152.45;32229513.45;NA;2031417.52;29331452.59;NA
"Uruguaiana";129652;121362;2015;"ODEBRECHT AMBIENTAL URUGUAIANA S.A.";"Agua e Esgoto";"Empresa privada";123989;93319;34317039.52;26230786.62;8086252.9;34814649.17;NA;8332995.39;10913174.21;NA
"Uruguaiana";129720;121426;2016;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";125351;101691;37450038.94;27964980.79;9485058.15;36564978.96;NA;10078599.85;6266286.53;NA
"Uruguaiana";129784;121486;2017;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";126976;108575;42545950.43;31394333.96;11151616.47;40912865.31;NA;6412506.25;13668765.55;NA
"Uruguaiana";127079;118954;2018;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";127079;111744;47813383.51;34248344.52;13565038.99;47752382.11;NA;2249583.43;6139753.14;NA
"Uruguaiana";126970;118852;2019;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";126970;115810;50236286.3;34114049.71;16122236.59;50858219;NA;1764607;23353906;NA
"Uruguaiana";126866;118755;2020;"BRK Ambiental - Uruguaiana S.A.";"Agua e Esgoto";"Empresa privada";118755;108921;57901451.28;39082755.24;18818696.04;56155664.63;NA;5221019.53;16237327.76;NA
